ubigeo,n_facilities,mean,max,emergencias_total
SAN JUAN DE SIGUAS,1.0,8224.451532966654,8230.163233650183,
SAN JUAN DE TANTARACHE,,8679.97458310109,8679.97458310109,
SAN JUAN DE TANTARANCHE,2.0,8680.187101847449,8691.719449614904,
SAN JUAN DE TARUCANI,2.0,8260.557505177932,8285.549841444414,
SAN JUAN DE YANAC,2.0,8548.798911741873,8558.463015135376,
SAN JUAN DE YSCOS,3.0,8674.843892124629,8674.843892124629,
SAN JUAN DEL ORO,3.0,8508.148408834211,8531.104267562754,
SAN JUAN DEL OROI,,8524.841080266675,8529.621798758157,
SAN LORENZO,1.0,8702.697330784194,8706.884056317364,
SAN LORENZO DE QUINTI,2.0,8666.76462721972,8687.457706653173,
SAN LUIS,10.0,8970.35606227407,9213.233020232456,
SAN LUIS DE LUCMA,5.0,9306.327920598671,9312.564644206437,
SAN LUIS DE SHUARO,4.0,8813.483788021571,8822.460223918777,
SAN MARCOS,5.0,8945.556759412973,8959.445526170375,
SAN MARCOS DE ROCCHAC,4.0,8678.012944409242,8681.832691441237,
SAN MARTIN,5.0,9294.76702554215,9307.260076297543,
SAN MARTIN DE PORRES,19.0,8674.387212385293,8675.381007921806,
SAN MARTÍN DE PORRES,,8679.685145344809,8682.0064883839,
SAN MATEO,3.0,8701.80894981609,8709.95011219921,
SAN MATEO DE OTAO,4.0,8693.84813657429,8698.858970643492,
SAN MIGUEL,18.0,8854.046421734703,9229.330340318267,
SAN MIGUEL CAURI,,8871.346811189549,8872.40922640738,
SAN MIGUEL DE ACO,,8966.916395347027,8970.93900780197,
SAN MIGUEL DE ACOS,2.0,8757.633744419765,8759.082867105637,
SAN MIGUEL DE CAURI,2.0,8872.911945925143,8889.192464411926,
SAN MIGUEL DE CHACCRAMPA,4.0,8480.29818847878,8484.594579307804,
SAN MIGUEL DE CORPANQUI,1.0,8864.790757266535,8867.196781341234,
SAN MIGUEL DE EL FAIQUE,9.0,9398.808700761527,9405.738361769032,
SAN MIGUEL DE MAYOCC,1.0,8605.269417230393,8607.170107194706,
SAN NICOLAS,4.0,9111.529655091586,9299.932245706737,
SAN PABLO,17.0,8982.444471498098,9625.71865235807,
SAN PABLO DE PILLAO,3.0,,,
SAN PEDRO,4.0,8519.299061762591,8856.878420147887,
SAN PEDRO DE CACHORA,1.0,8538.519711978688,8545.643108827779,
SAN PEDRO DE CAJAS,6.0,8777.917947923983,8799.124318947093,
SAN PEDRO DE CASTA,,8703.493503252195,8707.364034022163,
SAN PEDRO DE CHANA,3.0,8959.051486278378,8966.468597880157,
SAN PEDRO DE CHAULAN,3.0,8892.68305811621,8905.99237265643,
SAN PEDRO DE CHUNAN,1.0,8715.259985643464,8716.402622642421,
SAN PEDRO DE CORIS,,8625.291213714407,8629.520299344882,
SAN PEDRO DE HUACARPANA,4.0,8563.259869065623,8571.018356469105,
SAN PEDRO DE HUANCAYRE,1.0,8670.1285123452,8675.380132672159,
SAN PEDRO DE LARCAY,1.0,8446.70548807251,8458.605598341248,
SAN PEDRO DE LLOC,3.0,9176.7605959764,9182.692749542988,
SAN PEDRO DE PALCO,2.0,8437.608812406257,8452.429742947153,
SAN PEDRO DE PILAS,,8626.24578927115,8631.395033882573,
SAN PEDRO DE PILLAO,2.0,8854.336032813502,8858.302979827726,
SAN PEDRO DE PUTINA PUNCO,3.0,,,
SAN PEDRO DE ROCCHAC,,8679.153646304472,8679.153646304472,
SAN RAFAEL,15.0,8959.933487998074,9236.526953231316,
SAN RAMON,5.0,8781.539825046058,8789.644169718284,
SAN ROQUE DE CUMBAZA,5.0,9303.635410933033,9316.490494411726,
SAN SALVADOR,2.0,8548.822428574698,8554.844855335645,
SAN SALVADOR DE QUIJE,3.0,8478.46591304989,8485.783879783225,
SAN SEBASTIAN,5.0,8541.819857504563,8548.891518082459,
SAN SILVESTRE DE COCHAN,6.0,9229.808786357748,9239.19304845741,
SAN VICENTE,,8558.994283482436,8561.398532235658,
SAN VICENTE DE CAÑETE,2.0,8556.344971934786,8562.096410064105,
SANAGORAN,4.0,9139.195953077204,9152.904617005313,
SANCOS,7.0,8415.057252858242,8489.911386932245,
SANDIA,4.0,8484.00538432829,8498.43085187233,
SANGALLAYA,4.0,8657.221750706733,8663.59565319707,
SANGARARA,2.0,8496.095690313372,8500.312347956353,
SANJUAN DE YANAC,,8551.580730131469,8551.580730131469,
SANTA ANA,8.0,8582.058421038519,8619.489520645078,
SANTA ANA DE HUAYCAHUACHO,1.0,8449.936821521918,8451.831141454159,
SANTA ANA DE TUSI,16.0,8847.42255462217,8863.276543232234,
SANTA ANITA,12.0,8672.704587743558,8673.41387744966,
SANTA BARBARA DE CARHUACAYA,,8769.970365933532,8782.1085336929,
SANTA BARBARA DE CARHUACAYAN,1.0,8769.752298657295,8781.503085194061,
SANTA CATALINA,4.0,9330.555558678228,9334.942510148876,
SANTA CATALINA DE MOSSA,5.0,9432.422734100423,9437.311490622244,
SANTA CRUZ,25.0,9114.74640412199,9403.519974555245,
SANTA CRUZ DE ANDAMARCA,3.0,8771.706788722444,8780.662709008247,
SANTA CRUZ DE CHUCA,3.0,9099.076406538934,9107.629315692411,
SANTA CRUZ DE COCACHACRA,2.0,8688.7664262281,8689.606315914798,
SANTA CRUZ DE FLORES,1.0,8613.709481391496,8619.961658058552,
SANTA CRUZ DE TOLED,1.0,9188.72883266888,9193.064101929178,
SANTA EULALIA,3.0,8692.389403464536,8700.005265228683,
SANTA ISABEL DE SIGUAS,3.0,8239.482376328508,8250.967604512975,
SANTA ISABEL DE SIHUAS,,8239.200726084295,8246.419840881923,
SANTA JUAN DE SIHUAS,,8225.048995661933,8229.145774031776,
SANTA LEONOR,3.0,8792.743370614446,8804.983870363401,
SANTA LEONOR`,,8791.11079035114,8791.11079035114,
SANTA LUCIA,7.0,8327.063196287654,8393.870749105976,
SANTA LUCÍA,,8325.596274757683,8331.423405962125,
SANTA MARIA,5.0,8774.434948769673,8777.271172766557,
SANTA MARIA DE CHICMO,8.0,8514.877194257992,8520.209394255502,
SANTA MARIA DEL MAR,1.0,8633.355539532466,8633.525284969997,
SANTA MARIA DEL VALLE,9.0,8922.40137859214,8934.267306844062,
SANTA RITA DE SIGUAS,,8214.26713112554,8222.87167971791,
SANTA RITA DE SIHUAS,1.0,8211.12834210372,8211.12834210372,
SANTA ROSA,35.0,8478.966771576215,9406.80328446783,
SANTA ROSA DE OCOPA,2.0,8700.006174735883,8700.791881317142,
SANTA ROSA DE QUIVES,3.0,8716.87515241881,8726.668931271544,
SANTA ROSA DE SACCO,2.0,8730.865857785382,8735.454753412598,
SANTA TERESA,3.0,8574.836701369788,8594.370393066618,
SANTIAGO,12.0,8465.288489711427,8542.668732760629,
SANTIAGO DE ANCHUCAYA,1.0,8677.322023913004,8683.61044732065,
SANTIAGO DE CAO,3.0,9121.861678762734,9127.626053999551,
SANTIAGO DE CHALLAS,2.0,9070.636866797722,9075.965238646699,
SANTIAGO DE CHILCA,,8844.911602127044,8844.911602127044,
SANTIAGO DE CHILCAS,1.0,8846.730959301825,8849.483389932822,
SANTIAGO DE CHOCORVOS,6.0,8484.769421039555,8505.96163862693,
SANTIAGO DE CHUCO,9.0,9085.830029709894,9102.58965158027,
SANTIAGO DE COCHORVOS,,8502.023343271076,8502.023343271076,
SANTIAGO DE LUCANAMARCA,4.0,8490.143842778887,8502.118869032738,
SANTIAGO DE PAUCARAY,3.0,8466.799298933627,8472.527742182667,
SANTIAGO DE PISCHA,4.0,8572.316309028296,8578.897800394832,
SANTIAGO DE PUPUJA,4.0,8388.539944405906,8398.834538489893,
SANTIAGO DE QUIRAHUARA,1.0,8461.474099553585,8466.508431903456,
SANTIAGO DE SURCO,15.0,8662.839618525251,8664.279196254807,
SANTIAGO DE TUNA,1.0,8683.219336216476,8686.510833776094,
SANTILLANA,4.0,8614.264614556465,8628.16270002995,
SANTO DOMINGO,5.0,9440.288542531012,9449.01350568936,
SANTO DOMINGO DE ACOBAMBA,8.0,8706.735878047864,8721.2818620939,
SANTO DOMINGO DE ANDA,1.0,,,
SANTO DOMINGO DE CAPILLAS,2.0,8500.608508842,8518.531027237905,
SANTO DOMINGO DE LA CAPILLA,12.0,9309.326750475504,9314.258308928607,
SANTO DOMINGO DE LOS OLLERO,,8653.967928550768,8660.275043826001,
SANTO DOMINGO DE LOS OLLEROS,3.0,,,
SANTO DOMINGO DE OLLEROS,,8638.041469629416,8638.041469629416,
SANTO TOMAS,27.0,8667.240257965355,9336.192966886425,
SANTO TOMAS DE PATA,1.0,8566.178341065703,8570.866525162226,
SANTO TORIBIO,2.0,9022.854051051441,9029.010937335077,
SAPALLANGA,6.0,8673.7024134646,8680.89644345844,
SAPILLICA,4.0,9468.84370041886,9477.329890586017,
SAPOSOA,12.0,9240.430126610452,9247.069412562567,
SAQUENA,2.0,9509.867237404582,9530.093649294491,
SARA SARA,1.0,8340.028336025738,8342.71617046318,
SARAYACU,13.0,9320.124640616676,9370.358750910673,
SARHUA,4.0,8505.327000654348,8514.873829136488,
SARTIMBAMBA,4.0,9155.859010640064,9172.510425654273,
SATIPO,11.0,8779.009553486194,8797.543459249702,
SAUCEPAMPA,2.0,9259.313597299866,9261.489140863783,
SAURAMA,1.0,8508.897788985814,8511.04873465542,
SAYAPULLO,4.0,9162.407622282703,9170.980990914104,
SAYLLA,1.0,8540.295158063576,8542.819550386415,
SAÑAYCA,3.0,8441.279864722235,8462.198247317197,
SECCLLA,2.0,8572.338080306088,8578.579619342301,
SECHURA,7.0,9361.581563527901,9391.328862886627,
SEPAHUA,4.0,8802.066554627825,8832.174527051484,
SHAMBOYACU,5.0,9230.101107773899,9238.537920891062,
SHANAO,1.0,9297.46854115685,9300.714269908824,
SHAPAJA,1.0,9277.724265014556,9282.046894438923,
SHATOJA,2.0,9283.005970705253,9285.950459822887,
SHILLA,1.0,8981.732056531902,8988.572579711383,
SHIPASBAMBA,1.0,9350.776768713298,9356.183080430097,
SHUNQUI,2.0,8926.481813390674,8930.127355157492,
SHUNTE,1.0,9074.236165555498,9085.681636204088,
SHUPLUY,5.0,8972.550129684008,8983.511297713172,
SIBAYO,1.0,8341.959501238158,8363.61305311271,
SICAYA,1.0,8685.36767669079,8687.79656572191,
SICCHEZ,3.0,9492.730125817803,9495.819144341825,
SICSIBAMBA,2.0,9047.873220700494,9051.779859711252,
SICUANI,8.0,8471.583431727362,8482.06345485814,
SIHUAS,2.0,9057.36097329534,9060.84669734774,
SILLAPATA,1.0,8922.849782885576,8928.731267277175,
SIMBAL,1.0,9120.428799853762,9130.43058402507,
SIMON BOLIVAR,9.0,8822.43228379923,8837.502177065482,
SINCOS,5.0,8692.928310348352,8699.00170695488,
SINSICAP,3.0,9134.324328657614,9146.418952620332,
SITABAMBA,4.0,9114.89520097571,9118.903076875065,
SITACOCHA,6.0,9174.847396454812,9188.2840282505,
SITAJARA,1.0,8135.552677444396,8139.632232754208,
SOCABAYA,6.0,8221.517781236833,8224.421082848305,
SOCOTA,17.0,9303.56219920971,9312.941567322363,
SOLOCO,2.0,9304.971304152466,9309.69916591768,
SONCHE,2.0,9316.090425909912,9322.505900288757,
SONDOR,4.0,9401.541929747982,9415.849075035472,
SONDORILLO,6.0,9403.933497662796,9411.212113253934,
SOPLIN,2.0,9346.673112031267,9404.128894676249,
SORAYA,2.0,8461.425729254313,8463.955622603498,
SORITOR,5.0,9315.138159251763,9325.927047011608,
SOROCHUCO,7.0,9234.568223309452,9239.512587816174,
STA. CRUZ DE ANDAMARCA,,8766.02983358302,8767.333910378395,
STA. ROSA DE QUIVES,,8715.516015614516,8727.144595157508,
STO.DGO. DE LOS OLLEROS,,8662.583251839756,8663.488492392027,
SUBTANJALLA,5.0,8460.443918092102,8461.401616464947,
SUCCHA,2.0,8915.035872195836,8916.956444161839,
SUITUCANCHA,1.0,8702.275644005143,8708.344819118702,
SULLANA,12.0,9462.558976463426,9480.216594482295,
SUMBILCA,4.0,8746.178439471596,8751.857794904943,
SUNAMPE,1.0,8523.225869123187,8524.746210082778,
SUPE PUERTO,3.0,8809.092397578657,8810.162712521475,
SURCUBAMBA,7.0,8673.88108575155,8685.608820264768,
SURQUILLO,6.0,8664.49195846938,8664.49195846938,
SUSAPATA,,8165.49812395858,8166.088820656237,
SUSAPAYA,2.0,8160.535826746239,8174.157204079546,
SUYCKUTAMBO,1.0,8384.259549853567,8398.908518569984,
TABACONAS,9.0,9409.175742302505,9418.092984647828,
TABALOSOS,4.0,9302.8949595497,9319.633259266713,
TACABAMBA,13.0,9292.113560478387,9297.788833935563,
TAHUAMANU,7.0,8777.829138624438,8807.582829713763,
TAHUANIA,6.0,8914.684489615896,8948.08743128212,
TALAVERA,8.0,8517.588089465416,8532.529470156118,
TAMARINDO,1.0,9460.705193632622,9469.638105237911,
TAMBILLO,4.0,8561.610504396125,8570.226643217216,
TAMBO DE MORA,1.0,8518.742572813475,8523.54099484366,
TAMBO GRANDE,25.0,9457.299281611553,9476.608431875138,
TAMBOBAMBA,13.0,8495.098025543934,8519.462133722373,
TAMBOPATA,14.0,8676.716187446631,8759.270985419078,
TAMBURCO,3.0,8527.444806865486,8531.345352137403,
TANTAMAYO,2.0,8968.720248347041,8977.98998820896,
TANTARA,1.0,8560.60952200736,8567.414570381263,
TANTARICA,1.0,9194.164816043696,9203.362502774045,
TAPACOCHA,1.0,8894.168339455304,8897.411467368476,
TAPAIRIHUA,3.0,8466.688112845464,8475.754426126468,
TAPATA,,8157.532768520189,8157.532768520189,
TAPICHE,2.0,9381.767483654015,9399.36732114728,
TARACO,5.0,8366.95029068519,8374.895655365848,
TARAPOTO,11.0,9285.829232780095,9291.951648003467,
TARATA,4.0,8142.668245199077,8155.395035417747,
TARICA,2.0,8961.700227764386,8964.707087634319,
TARUCACHI,1.0,8123.336145465852,8126.185157919821,
TAURIA,,8328.172095785854,8335.357747438757,
TAURIJA,1.0,9086.164922326661,9095.159108924132,
TAURIPAMPA,,8612.14014778077,8622.712535459163,
TAYABAMBA,3.0,9085.712205826365,9094.811369570927,
TENIENTE CESAR LOPEZ ROJAS,8.0,9342.595300183779,9370.179956868085,
TENIENTE MANUEL CLAVERO,5.0,,,
TIABAYA,1.0,8225.25055697449,8227.27921851539,
TIBILLO,1.0,8453.897782358134,8461.471870439771,
TICACO,1.0,8141.649206570786,8157.274212970167,
TICAPAMPA,2.0,8923.579166543379,8930.973364823561,
TICLACAYAN,7.0,8834.737143711549,8851.88676203688,
TICLAYAN,,8845.121402672417,8852.495869386279,
TICLLOS,1.0,8871.381523556653,8876.613577135202,
TICRAPO,1.0,8532.052574724123,8539.787827909779,
TILALI,2.0,8351.608498897402,8357.117627726071,
TINGO DE PONASA,5.0,9238.755568796667,9248.213830616653,
TINGO DE SAPOSOA,1.0,9221.763748689902,9228.648197992748,
TINICACHI,1.0,8279.303680799736,8279.923428793309,
TINTAY,4.0,8489.950821992188,8494.349575421753,
TINTAY PUNCU,4.0,8667.997096594185,8678.070216988728,
TINYAHUARCO,5.0,8818.19626418036,8822.152891562391,
TIQUILLACA,2.0,8300.55116686973,8314.38130945328,
TIRAPATA,1.0,8404.6511744168,8412.111352674521,
TOCACHE,10.0,9093.795305478552,9109.88246994777,
TOCMOCHE,1.0,9288.180118187467,9293.634959766245,
TOMAY KICHWA,,8894.541475173659,8898.447402774003,
TOMAY-KICHWA,1.0,,,
TOMEPAMPA,,8352.358125504039,8354.726655611981,
TONGOD,3.0,9250.481302499864,9257.662711557372,
TORATA,2.0,8168.366692106242,8194.285236563526,
TORAYA,4.0,8474.242314703004,8478.970148920967,
TORIBIO CASANOVA,2.0,9328.537493622498,9344.813946155544,
TORRES CAUSANA,5.0,9875.525837039357,9962.251108635128,
TOTORA,1.0,9284.57537403695,9285.217258943389,
TOURNAVISTA,4.0,9025.103417389466,9041.289346119946,
TRES DE DICIEMBRE,1.0,8672.765439483035,8674.284366438062,
TRES UNIDOS,1.0,9252.641420601578,9261.039450059106,
TROMPETEROS,3.0,9646.465007217796,9740.802588301722,
TRUJILLO,24.0,9099.151830534038,9101.31464357246,
TUCUME,6.0,9279.575962251889,9281.94445721544,
TUMAY HUARACA,3.0,8477.141478891182,8495.584377895297,
TUMBADEN,3.0,9225.365676276531,9235.451256684173,
TUMBES,13.0,9605.727694270952,9611.669706360692,
TUNAN MARCA,1.0,8716.236954312459,8718.513615833832,
TUPAC AMARU,3.0,8478.15803953631,8483.613655658904,
TUPAC AMARU INCA,3.0,8492.34098479582,8493.8740873318,
TURPAY,1.0,8459.76955592499,8465.85951797545,
UBINAS,4.0,8254.123861217073,8281.797082384579,
UCHIZA,12.0,9078.659924316446,9094.868581623236,
UCHUMARCA,1.0,9222.858597459823,9229.9468834246,
UCHUMAYO,3.0,8226.749609736527,8229.765611814648,
UCHURACCAY,6.0,,,
UCHUYMARCO,,8560.086363736516,8560.245340903059,
UCUNCHA,1.0,9210.49883077855,9214.850481362002,
ULCUMAYO,14.0,8799.53499733153,8823.200432015787,
UMACHIRI,3.0,8407.550701658594,8421.46438143829,
UNICACHI,1.0,8276.174705022144,8278.018684034458,
UNION AGUA BLANCA,2.0,9213.62072768383,9223.5118121515,
UPAHUACHO,5.0,8385.068070819756,8393.568791414706,
URANMARCA,3.0,8512.747988150448,8520.468852175956,
URARINAS,6.0,9524.286269401144,9585.828212696051,
URARINAS  4/,,9490.371149866187,9513.596126003984,
URUBAMBA,2.0,8569.042951444664,8577.407631106274,
USICAYOS,2.0,8493.54069557161,8508.42611724286,
USQUIL,10.0,9135.260994746679,9150.483828843486,
UTICYACU,3.0,9267.497252143792,9270.540231111012,
VALERA,3.0,9330.541011210646,9334.200429851353,
VARGAS GUERRA,1.0,9252.876977863121,9268.507869962117,
VEGUETA,1.0,8787.521465502055,8798.039883474194,
VEINTISEIS DE OCTUBRE,9.0,,,
VEINTISIETE DE NOVIEMBRE,2.0,8772.240444780573,8784.394170129872,
VELILLE,2.0,8433.829514366484,8449.049518270116,
VENTANILLA,20.0,8691.390831010876,8695.710983496505,
VICHAYAL,3.0,9460.813543482296,9467.421469813038,
VICTOR LARCO HERRERA,7.0,9097.511678060753,9099.019293670046,
VILAVILA,2.0,8372.582429591112,8379.792006202373,
VILCABAMBA,16.0,8619.489042496676,8848.814741010101,
VILCANCHOS,4.0,8509.563651814799,8517.856465743245,
VILCAS HUAMAN,5.0,8511.44479854903,8517.864064504594,
VILCASHUAMAN,,8512.759505842972,8512.759505842972,
VILLA EL SALVADOR,20.0,8653.646135164709,8653.646135164709,
VILLA MARIA DEL TRIUNFO,28.0,8657.324392337843,8660.136069519256,
VILLA RICA,16.0,8829.141887858268,8853.281783251052,
VILQUE,2.0,8312.635359791428,8322.029516034625,
VILQUE CHICO,9.0,8386.778568736965,8399.929063421938,
VINCHOS,10.0,8548.73712912375,8562.73845222983,
VIQUES,1.0,8667.982460041349,8668.584334242834,
VIRACO,,8302.560707040218,8311.28692919402,
VIRUNDO,1.0,8452.14367449617,8456.8412509533,
VISCHONGO,6.0,8519.624506197251,8533.451724371536,
VISTA ALEGRE,6.0,8619.223174641425,9322.801411653929,
VITARTE,,8670.856101564583,8671.574933022814,
VITOR   1/,,8220.261097695693,8226.657622727646,
WANCHAQ,5.0,8542.813009747586,8542.90611948067,
YAMANGO,7.0,9428.968253636674,9436.459061145579,
YAMBRASBAMBA,6.0,9374.547423765547,9402.935026888865,
YANACA,2.0,8455.740630201768,8460.284157493315,
YANACANCHA,12.0,8728.917271888291,8842.907229367329,
YANAHUANCA,25.0,8837.83027950662,8854.339106926576,
YANAHUANCADANIEL ALCIDES CARRION,,8844.709389169348,8844.709389169348,
YANAHUARA,4.0,8230.204134384543,8230.204134384543,
YANAHUAYA,1.0,8488.387158558238,8496.23775930862,
YANAMA,6.0,9004.676841021186,9008.091470277366,
YANAOCA,3.0,8466.692604676718,8475.091517666278,
YANAQUIHUA,,8291.422559328714,8312.267744009529,
YANATILE,11.0,8625.20723768903,8650.770685773128,
YANQUE,1.0,8300.861962988469,8316.72899247287,
YANTALO,1.0,9345.218835103711,9347.457695592888,
YAQUERANA,2.0,9388.03728141018,9452.762269034183,
YAQUERANA    2/,,9431.70798464974,9459.952153258624,
YARABAMBA,1.0,8212.459816531526,8216.997575512209,
YARINACOCHA,22.0,9095.572597011746,9111.652062908992,
YARUMAYO,3.0,8904.943383294914,8908.99280098052,
YAUCA DEL ROSARIO,4.0,8454.821823926712,8466.607561396655,
YAUCA DEL ROSARIO  1/,,8453.014367895392,8463.8172811178,
YAURISQUE,1.0,8529.242189452161,8533.002789016831,
YAURISQUITE,,8528.580319100241,8534.412685484453,
YAUTAN,2.0,8949.401799283129,8957.256463987807,
YAUYOS,4.0,8601.219510766765,8709.420454398936,
YAUYUCAN,4.0,9259.975703714954,9262.00391295175,
YAVARI,4.0,9562.545639723201,9596.495046045706,
YAVARÍ,,9587.10282424732,9600.214197905381,
YORONGOS,2.0,9321.674684098298,9327.594893021329,
YUNGAR,4.0,8963.512697483318,8965.903489704173,
YUNGAY,7.0,8992.922459362408,9000.833261591282,
YUNGUYO,10.0,8269.329050365268,8277.169224402827,
YURACMARCA,3.0,9033.14823364923,9042.1804698312,
YURACYACU,1.0,9347.466720076916,9350.67032825401,
YURIMAGUAS,34.0,9358.555673979938,9382.444328349533,
YUYAPICHIS,6.0,8948.465073860127,8967.596524729339,
ZAPATERO,11.0,9281.29724389667,9292.039176849225,
ZARUMILLA,2.0,9616.527393968086,9619.767971199639,
ZEPITA,2.0,8243.529243066141,8256.97485550098,
ZORRITOS,5.0,9570.447575605118,9596.21887401407,
ZURITE,1.0,8546.176049172578,8550.132194878473,
ZUÑIGA,1.0,8588.262836631675,8595.13272827936,
ÑAHUIMPUQUIO,1.0,8650.57791022793,8654.007090229079,
ÑAHUINPUQUIO,,8648.45025926737,8651.535798169276,
